buying,maint,doors,persons,trunk,safety,acceptability
high,med,2,4,grande,med,acc
high,med,2,4,grande,high,acc
high,med,2,more,pequeño,low,unacc
high,med,2,more,pequeño,med,unacc
high,med,2,more,pequeño,high,unacc
high,med,2,more,mediano,low,unacc
high,med,2,more,mediano,med,unacc
high,med,2,more,mediano,high,acc
high,med,2,more,grande,low,unacc
high,med,2,more,grande,med,acc
high,med,2,more,grande,high,acc
high,med,3,2,pequeño,low,unacc
high,med,3,2,pequeño,med,unacc
high,med,3,2,pequeño,high,unacc
high,med,3,2,mediano,low,unacc
high,med,3,2,mediano,med,unacc
high,med,3,2,mediano,high,unacc
high,med,3,2,grande,low,unacc
high,med,3,2,grande,med,unacc
high,med,3,2,grande,high,unacc
high,med,3,4,pequeño,low,unacc
high,med,3,4,pequeño,med,unacc
high,med,3,4,pequeño,high,acc
high,med,3,4,mediano,low,unacc
high,med,3,4,mediano,med,unacc
high,med,3,4,mediano,high,acc
high,med,3,4,grande,low,unacc
high,med,3,4,grande,med,acc
high,med,3,4,grande,high,acc
high,med,3,more,pequeño,low,unacc
high,med,3,more,pequeño,med,unacc
high,med,3,more,pequeño,high,acc
high,med,3,more,mediano,low,unacc
high,med,3,more,mediano,med,acc
high,med,3,more,mediano,high,acc
high,med,3,more,grande,low,unacc
high,med,3,more,grande,med,acc
high,med,3,more,grande,high,acc
high,med,4,2,pequeño,low,unacc
high,med,4,2,pequeño,med,unacc
high,med,4,2,pequeño,high,unacc
high,med,4,2,mediano,low,unacc
high,med,4,2,mediano,med,unacc
high,med,4,2,mediano,high,unacc
high,med,4,2,grande,low,unacc
high,med,4,2,grande,med,unacc
high,med,4,2,grande,high,unacc
high,med,4,4,pequeño,low,unacc
high,med,4,4,pequeño,med,unacc
high,med,4,4,pequeño,high,acc
high,med,4,4,mediano,low,unacc
high,med,4,4,mediano,med,acc
high,med,4,4,mediano,high,acc
high,med,4,4,grande,low,unacc
high,med,4,4,grande,med,acc
high,med,4,4,grande,high,acc
high,med,4,more,pequeño,low,unacc
high,med,4,more,pequeño,med,unacc
high,med,4,more,pequeño,high,acc
high,med,4,more,mediano,low,unacc
high,med,4,more,mediano,med,acc
high,med,4,more,mediano,high,acc
high,med,4,more,grande,low,unacc
high,med,4,more,grande,med,acc
high,med,4,more,grande,high,acc
high,med,5more,2,pequeño,low,unacc
high,med,5more,2,pequeño,med,unacc
high,med,5more,2,pequeño,high,unacc
high,med,5more,2,mediano,low,unacc
high,med,5more,2,mediano,med,unacc
high,med,5more,2,mediano,high,unacc
high,med,5more,2,grande,low,unacc
high,med,5more,2,grande,med,unacc
high,med,5more,2,grande,high,unacc
high,med,5more,4,pequeño,low,unacc
high,med,5more,4,pequeño,med,unacc
high,med,5more,4,pequeño,high,acc
high,med,5more,4,mediano,low,unacc
high,med,5more,4,mediano,med,acc
high,med,5more,4,mediano,high,acc
high,med,5more,4,grande,low,unacc
high,med,5more,4,grande,med,acc
high,med,5more,4,grande,high,acc
high,med,5more,more,pequeño,low,unacc
high,med,5more,more,pequeño,med,unacc
high,med,5more,more,pequeño,high,acc
high,med,5more,more,mediano,low,unacc
high,med,5more,more,mediano,med,acc
high,med,5more,more,mediano,high,acc
high,med,5more,more,grande,low,unacc
high,med,5more,more,grande,med,acc
high,med,5more,more,grande,high,acc
high,low,2,2,pequeño,low,unacc
high,low,2,2,pequeño,med,unacc
high,low,2,2,pequeño,high,unacc
high,low,2,2,mediano,low,unacc
high,low,2,2,mediano,med,unacc
high,low,2,2,mediano,high,unacc
high,low,2,2,grande,low,unacc
high,low,2,2,grande,med,unacc
high,low,2,2,grande,high,unacc
high,low,2,4,pequeño,low,unacc
high,low,2,4,pequeño,med,unacc
high,low,2,4,pequeño,high,acc
high,low,2,4,mediano,low,unacc
high,low,2,4,mediano,med,unacc
high,low,2,4,mediano,high,acc
high,low,2,4,grande,low,unacc
high,low,2,4,grande,med,acc
high,low,2,4,grande,high,acc
high,low,2,more,pequeño,low,unacc
high,low,2,more,pequeño,med,unacc
high,low,2,more,pequeño,high,unacc
high,low,2,more,mediano,low,unacc
high,low,2,more,mediano,med,unacc
high,low,2,more,mediano,high,acc
high,low,2,more,grande,low,unacc
high,low,2,more,grande,med,acc
high,low,2,more,grande,high,acc
high,low,3,2,pequeño,low,unacc
high,low,3,2,pequeño,med,unacc
high,low,3,2,pequeño,high,unacc
high,low,3,2,mediano,low,unacc
high,low,3,2,mediano,med,unacc
high,low,3,2,mediano,high,unacc
high,low,3,2,grande,low,unacc
high,low,3,2,grande,med,unacc
high,low,3,2,grande,high,unacc
high,low,3,4,pequeño,low,unacc
high,low,3,4,pequeño,med,unacc
high,low,3,4,pequeño,high,acc
high,low,3,4,mediano,low,unacc
high,low,3,4,mediano,med,unacc
high,low,3,4,mediano,high,acc
high,low,3,4,grande,low,unacc
high,low,3,4,grande,med,acc
high,low,3,4,grande,high,acc
high,low,3,more,pequeño,low,unacc
high,low,3,more,pequeño,med,unacc
high,low,3,more,pequeño,high,acc
high,low,3,more,mediano,low,unacc
high,low,3,more,mediano,med,acc
high,low,3,more,mediano,high,acc
high,low,3,more,grande,low,unacc
high,low,3,more,grande,med,acc
high,low,3,more,grande,high,acc
high,low,4,2,pequeño,low,unacc
high,low,4,2,pequeño,med,unacc
high,low,4,2,pequeño,high,unacc
high,low,4,2,mediano,low,unacc
high,low,4,2,mediano,med,unacc
high,low,4,2,mediano,high,unacc
high,low,4,2,grande,low,unacc
high,low,4,2,grande,med,unacc
high,low,4,2,grande,high,unacc
high,low,4,4,pequeño,low,unacc
high,low,4,4,pequeño,med,unacc
high,low,4,4,pequeño,high,acc
high,low,4,4,mediano,low,unacc
high,low,4,4,mediano,med,acc
high,low,4,4,mediano,high,acc
high,low,4,4,grande,low,unacc
high,low,4,4,grande,med,acc
high,low,4,4,grande,high,acc
high,low,4,more,pequeño,low,unacc
high,low,4,more,pequeño,med,unacc
high,low,4,more,pequeño,high,acc
high,low,4,more,mediano,low,unacc
high,low,4,more,mediano,med,acc
high,low,4,more,mediano,high,acc
high,low,4,more,grande,low,unacc
high,low,4,more,grande,med,acc
high,low,4,more,grande,high,acc
high,low,5more,2,pequeño,low,unacc
high,low,5more,2,pequeño,med,unacc
high,low,5more,2,pequeño,high,unacc
high,low,5more,2,mediano,low,unacc
high,low,5more,2,mediano,med,unacc
high,low,5more,2,mediano,high,unacc
high,low,5more,2,grande,low,unacc
high,low,5more,2,grande,med,unacc
high,low,5more,2,grande,high,unacc
high,low,5more,4,pequeño,low,unacc
high,low,5more,4,pequeño,med,unacc
high,low,5more,4,pequeño,high,acc
high,low,5more,4,mediano,low,unacc
high,low,5more,4,mediano,med,acc
high,low,5more,4,mediano,high,acc
high,low,5more,4,grande,low,unacc
high,low,5more,4,grande,med,acc
high,low,5more,4,grande,high,acc
high,low,5more,more,pequeño,low,unacc
high,low,5more,more,pequeño,med,unacc
high,low,5more,more,pequeño,high,acc
high,low,5more,more,mediano,low,unacc
high,low,5more,more,mediano,med,acc
high,low,5more,more,mediano,high,acc
high,low,5more,more,grande,low,unacc
high,low,5more,more,grande,med,acc
high,low,5more,more,grande,high,acc
med,vhigh,2,2,pequeño,low,unacc
med,vhigh,2,2,pequeño,med,unacc
med,vhigh,2,2,pequeño,high,unacc
med,vhigh,2,2,mediano,low,unacc
med,vhigh,2,2,mediano,med,unacc
med,vhigh,2,2,mediano,high,unacc
med,vhigh,2,2,grande,low,unacc
med,vhigh,2,2,grande,med,unacc
med,vhigh,2,2,grande,high,unacc
med,vhigh,2,4,pequeño,low,unacc
med,vhigh,2,4,pequeño,med,unacc
med,vhigh,2,4,pequeño,high,acc
med,vhigh,2,4,mediano,low,unacc
med,vhigh,2,4,mediano,med,unacc
med,vhigh,2,4,mediano,high,acc
med,vhigh,2,4,grande,low,unacc
med,vhigh,2,4,grande,med,acc
med,vhigh,2,4,grande,high,acc
med,vhigh,2,more,pequeño,low,unacc
med,vhigh,2,more,pequeño,med,unacc
med,vhigh,2,more,pequeño,high,unacc
med,vhigh,2,more,mediano,low,unacc
med,vhigh,2,more,mediano,med,unacc
med,vhigh,2,more,mediano,high,acc
med,vhigh,2,more,grande,low,unacc
med,vhigh,2,more,grande,med,acc
med,vhigh,2,more,grande,high,acc
med,vhigh,3,2,pequeño,low,unacc
med,vhigh,3,2,pequeño,med,unacc
med,vhigh,3,2,pequeño,high,unacc
med,vhigh,3,2,mediano,low,unacc
med,vhigh,3,2,mediano,med,unacc
med,vhigh,3,2,mediano,high,unacc
med,vhigh,3,2,grande,low,unacc
med,vhigh,3,2,grande,med,unacc
med,vhigh,3,2,grande,high,unacc
med,vhigh,3,4,pequeño,low,unacc
med,vhigh,3,4,pequeño,med,unacc
med,vhigh,3,4,pequeño,high,acc
med,vhigh,3,4,mediano,low,unacc
med,vhigh,3,4,mediano,med,unacc
med,vhigh,3,4,mediano,high,acc
med,vhigh,3,4,grande,low,unacc
med,vhigh,3,4,grande,med,acc
med,vhigh,3,4,grande,high,acc
med,vhigh,3,more,pequeño,low,unacc
med,vhigh,3,more,pequeño,med,unacc
med,vhigh,3,more,pequeño,high,acc
med,vhigh,3,more,mediano,low,unacc
med,vhigh,3,more,mediano,med,acc
med,vhigh,3,more,mediano,high,acc
med,vhigh,3,more,grande,low,unacc
med,vhigh,3,more,grande,med,acc
med,vhigh,3,more,grande,high,acc
med,vhigh,4,2,pequeño,low,unacc
med,vhigh,4,2,pequeño,med,unacc
med,vhigh,4,2,pequeño,high,unacc
med,vhigh,4,2,mediano,low,unacc
med,vhigh,4,2,mediano,med,unacc
med,vhigh,4,2,mediano,high,unacc
med,vhigh,4,2,grande,low,unacc
med,vhigh,4,2,grande,med,unacc
med,vhigh,4,2,grande,high,unacc
med,vhigh,4,4,pequeño,low,unacc
med,vhigh,4,4,pequeño,med,unacc
med,vhigh,4,4,pequeño,high,acc
med,vhigh,4,4,mediano,low,unacc
med,vhigh,4,4,mediano,med,acc
med,vhigh,4,4,mediano,high,acc
med,vhigh,4,4,grande,low,unacc
med,vhigh,4,4,grande,med,acc
med,vhigh,4,4,grande,high,acc
med,vhigh,4,more,pequeño,low,unacc
med,vhigh,4,more,pequeño,med,unacc
med,vhigh,4,more,pequeño,high,acc
med,vhigh,4,more,mediano,low,unacc
med,vhigh,4,more,mediano,med,acc
med,vhigh,4,more,mediano,high,acc
med,vhigh,4,more,grande,low,unacc
med,vhigh,4,more,grande,med,acc
med,vhigh,4,more,grande,high,acc
med,vhigh,5more,2,pequeño,low,unacc
med,vhigh,5more,2,pequeño,med,unacc
med,vhigh,5more,2,pequeño,high,unacc
med,vhigh,5more,2,mediano,low,unacc
med,vhigh,5more,2,mediano,med,unacc
med,vhigh,5more,2,mediano,high,unacc
med,vhigh,5more,2,grande,low,unacc
med,vhigh,5more,2,grande,med,unacc
med,vhigh,5more,2,grande,high,unacc
med,vhigh,5more,4,pequeño,low,unacc
med,vhigh,5more,4,pequeño,med,unacc
med,vhigh,5more,4,pequeño,high,acc
med,vhigh,5more,4,mediano,low,unacc
med,vhigh,5more,4,mediano,med,acc
med,vhigh,5more,4,mediano,high,acc
med,vhigh,5more,4,grande,low,unacc
med,vhigh,5more,4,grande,med,acc
med,vhigh,5more,4,grande,high,acc
med,vhigh,5more,more,pequeño,low,unacc
med,vhigh,5more,more,pequeño,med,unacc
med,vhigh,5more,more,pequeño,high,acc
med,vhigh,5more,more,mediano,low,unacc
med,vhigh,5more,more,mediano,med,acc
med,vhigh,5more,more,mediano,high,acc
med,vhigh,5more,more,grande,low,unacc
med,vhigh,5more,more,grande,med,acc
med,vhigh,5more,more,grande,high,acc
med,high,2,2,pequeño,low,unacc
med,high,2,2,pequeño,med,unacc
med,high,2,2,pequeño,high,unacc
med,high,2,2,mediano,low,unacc
med,high,2,2,mediano,med,unacc
med,high,2,2,mediano,high,unacc
med,high,2,2,grande,low,unacc
med,high,2,2,grande,med,unacc
med,high,2,2,grande,high,unacc
med,high,2,4,pequeño,low,unacc
med,high,2,4,pequeño,med,unacc
med,high,2,4,pequeño,high,acc
med,high,2,4,mediano,low,unacc
med,high,2,4,mediano,med,unacc
med,high,2,4,mediano,high,acc
med,high,2,4,grande,low,unacc
med,high,2,4,grande,med,acc
med,high,2,4,grande,high,acc
med,high,2,more,pequeño,low,unacc
med,high,2,more,pequeño,med,unacc
med,high,2,more,pequeño,high,unacc
med,high,2,more,mediano,low,unacc
med,high,2,more,mediano,med,unacc
med,high,2,more,mediano,high,acc
med,high,2,more,grande,low,unacc
med,high,2,more,grande,med,acc
med,high,2,more,grande,high,acc
med,high,3,2,pequeño,low,unacc
med,high,3,2,pequeño,med,unacc
med,high,3,2,pequeño,high,unacc
med,high,3,2,mediano,low,unacc
med,high,3,2,mediano,med,unacc
med,high,3,2,mediano,high,unacc
med,high,3,2,grande,low,unacc
med,high,3,2,grande,med,unacc
med,high,3,2,grande,high,unacc
med,high,3,4,pequeño,low,unacc
med,high,3,4,pequeño,med,unacc
med,high,3,4,pequeño,high,acc
med,high,3,4,mediano,low,unacc
med,high,3,4,mediano,med,unacc
med,high,3,4,mediano,high,acc
med,high,3,4,grande,low,unacc
med,high,3,4,grande,med,acc
med,high,3,4,grande,high,acc
med,high,3,more,pequeño,low,unacc
med,high,3,more,pequeño,med,unacc
med,high,3,more,pequeño,high,acc
med,high,3,more,mediano,low,unacc
med,high,3,more,mediano,med,acc
med,high,3,more,mediano,high,acc
med,high,3,more,grande,low,unacc
med,high,3,more,grande,med,acc
med,high,3,more,grande,high,acc
med,high,4,2,pequeño,low,unacc
med,high,4,2,pequeño,med,unacc
med,high,4,2,pequeño,high,unacc
med,high,4,2,mediano,low,unacc
med,high,4,2,mediano,med,unacc
med,high,4,2,mediano,high,unacc
med,high,4,2,grande,low,unacc
med,high,4,2,grande,med,unacc
med,high,4,2,grande,high,unacc
med,high,4,4,pequeño,low,unacc
med,high,4,4,pequeño,med,unacc
med,high,4,4,pequeño,high,acc
med,high,4,4,mediano,low,unacc
med,high,4,4,mediano,med,acc
med,high,4,4,mediano,high,acc
med,high,4,4,grande,low,unacc
med,high,4,4,grande,med,acc
med,high,4,4,grande,high,acc
med,high,4,more,pequeño,low,unacc
med,high,4,more,pequeño,med,unacc
med,high,4,more,pequeño,high,acc
med,high,4,more,mediano,low,unacc
med,high,4,more,mediano,med,acc
med,high,4,more,mediano,high,acc
med,high,4,more,grande,low,unacc
med,high,4,more,grande,med,acc
med,high,4,more,grande,high,acc
med,high,5more,2,pequeño,low,unacc
med,high,5more,2,pequeño,med,unacc
med,high,5more,2,pequeño,high,unacc
med,high,5more,2,mediano,low,unacc
med,high,5more,2,mediano,med,unacc
med,high,5more,2,mediano,high,unacc
med,high,5more,2,grande,low,unacc
med,high,5more,2,grande,med,unacc
med,high,5more,2,grande,high,unacc
med,high,5more,4,pequeño,low,unacc
med,high,5more,4,pequeño,med,unacc
med,high,5more,4,pequeño,high,acc
med,high,5more,4,mediano,low,unacc
med,high,5more,4,mediano,med,acc
med,high,5more,4,mediano,high,acc
med,high,5more,4,grande,low,unacc
med,high,5more,4,grande,med,acc
med,high,5more,4,grande,high,acc
med,high,5more,more,pequeño,low,unacc
med,high,5more,more,pequeño,med,unacc
med,high,5more,more,pequeño,high,acc
med,high,5more,more,mediano,low,unacc
med,high,5more,more,mediano,med,acc
med,high,5more,more,mediano,high,acc
med,high,5more,more,grande,low,unacc
med,high,5more,more,grande,med,acc
med,high,5more,more,grande,high,acc
med,med,2,2,pequeño,low,unacc
med,med,2,2,pequeño,med,unacc
med,med,2,2,pequeño,high,unacc
med,med,2,2,mediano,low,unacc
med,med,2,2,mediano,med,unacc
med,med,2,2,mediano,high,unacc
med,med,2,2,grande,low,unacc
med,med,2,2,grande,med,unacc
med,med,2,2,grande,high,unacc
med,med,2,4,pequeño,low,unacc
med,med,2,4,pequeño,med,acc
med,med,2,4,pequeño,high,acc
med,med,2,4,mediano,low,unacc
med,med,2,4,mediano,med,acc
med,med,2,4,mediano,high,acc
med,med,2,4,grande,low,unacc
med,med,2,4,grande,med,acc
med,med,2,4,grande,high,vgood
med,med,2,more,pequeño,low,unacc
med,med,2,more,pequeño,med,unacc
med,med,2,more,pequeño,high,unacc
med,med,2,more,mediano,low,unacc
med,med,2,more,mediano,med,acc
med,med,2,more,mediano,high,acc
med,med,2,more,grande,low,unacc
med,med,2,more,grande,med,acc
med,med,2,more,grande,high,vgood
med,med,3,2,pequeño,low,unacc
med,med,3,2,pequeño,med,unacc
med,med,3,2,pequeño,high,unacc
med,med,3,2,mediano,low,unacc
med,med,3,2,mediano,med,unacc
med,med,3,2,mediano,high,unacc
med,med,3,2,grande,low,unacc
med,med,3,2,grande,med,unacc
med,med,3,2,grande,high,unacc
med,med,3,4,pequeño,low,unacc
med,med,3,4,pequeño,med,acc
med,med,3,4,pequeño,high,acc
med,med,3,4,mediano,low,unacc
med,med,3,4,mediano,med,acc
med,med,3,4,mediano,high,acc
med,med,3,4,grande,low,unacc
med,med,3,4,grande,med,acc
med,med,3,4,grande,high,vgood
med,med,3,more,pequeño,low,unacc
med,med,3,more,pequeño,med,acc
med,med,3,more,pequeño,high,acc
med,med,3,more,mediano,low,unacc
med,med,3,more,mediano,med,acc
med,med,3,more,mediano,high,vgood
med,med,3,more,grande,low,unacc
med,med,3,more,grande,med,acc
med,med,3,more,grande,high,vgood
med,med,4,2,pequeño,low,unacc
med,med,4,2,pequeño,med,unacc
med,med,4,2,pequeño,high,unacc
med,med,4,2,mediano,low,unacc
med,med,4,2,mediano,med,unacc
med,med,4,2,mediano,high,unacc
med,med,4,2,grande,low,unacc
med,med,4,2,grande,med,unacc
med,med,4,2,grande,high,unacc
med,med,4,4,pequeño,low,unacc
med,med,4,4,pequeño,med,acc
med,med,4,4,pequeño,high,acc
med,med,4,4,mediano,low,unacc
med,med,4,4,mediano,med,acc
med,med,4,4,mediano,high,vgood
med,med,4,4,grande,low,unacc
med,med,4,4,grande,med,acc
med,med,4,4,grande,high,vgood
med,med,4,more,pequeño,low,unacc
med,med,4,more,pequeño,med,acc
med,med,4,more,pequeño,high,acc
med,med,4,more,mediano,low,unacc
med,med,4,more,mediano,med,acc
med,med,4,more,mediano,high,vgood
med,med,4,more,grande,low,unacc
med,med,4,more,grande,med,acc
med,med,4,more,grande,high,vgood
med,med,5more,2,pequeño,low,unacc
med,med,5more,2,pequeño,med,unacc
med,med,5more,2,pequeño,high,unacc
med,med,5more,2,mediano,low,unacc
med,med,5more,2,mediano,med,unacc
med,med,5more,2,mediano,high,unacc
med,med,5more,2,grande,low,unacc
med,med,5more,2,grande,med,unacc
med,med,5more,2,grande,high,unacc
med,med,5more,4,pequeño,low,unacc
med,med,5more,4,pequeño,med,acc
med,med,5more,4,pequeño,high,acc
med,med,5more,4,mediano,low,unacc
med,med,5more,4,mediano,med,acc
med,med,5more,4,mediano,high,vgood
med,med,5more,4,grande,low,unacc
med,med,5more,4,grande,med,acc
med,med,5more,4,grande,high,vgood
med,med,5more,more,pequeño,low,unacc
med,med,5more,more,pequeño,med,acc
med,med,5more,more,pequeño,high,acc
med,med,5more,more,mediano,low,unacc
med,med,5more,more,mediano,med,acc
med,med,5more,more,mediano,high,vgood
med,med,5more,more,grande,low,unacc
med,med,5more,more,grande,med,acc
med,med,5more,more,grande,high,vgood
med,low,2,2,pequeño,low,unacc
med,low,2,2,pequeño,med,unacc
med,low,2,2,pequeño,high,unacc
med,low,2,2,mediano,low,unacc
med,low,2,2,mediano,med,unacc
med,low,2,2,mediano,high,unacc
med,low,2,2,grande,low,unacc
med,low,2,2,grande,med,unacc
med,low,2,2,grande,high,unacc
med,low,2,4,pequeño,low,unacc
med,low,2,4,pequeño,med,acc
med,low,2,4,pequeño,high,good
med,low,2,4,mediano,low,unacc
med,low,2,4,mediano,med,acc
med,low,2,4,mediano,high,good
med,low,2,4,grande,low,unacc
med,low,2,4,grande,med,good
med,low,2,4,grande,high,vgood
med,low,2,more,pequeño,low,unacc
med,low,2,more,pequeño,med,unacc
med,low,2,more,pequeño,high,unacc
med,low,2,more,mediano,low,unacc
med,low,2,more,mediano,med,acc
med,low,2,more,mediano,high,good
med,low,2,more,grande,low,unacc
med,low,2,more,grande,med,good
med,low,2,more,grande,high,vgood
med,low,3,2,pequeño,low,unacc
med,low,3,2,pequeño,med,unacc
med,low,3,2,pequeño,high,unacc
med,low,3,2,mediano,low,unacc
med,low,3,2,mediano,med,unacc
med,low,3,2,mediano,high,unacc
med,low,3,2,grande,low,unacc
med,low,3,2,grande,med,unacc
med,low,3,2,grande,high,unacc
med,low,3,4,pequeño,low,unacc
med,low,3,4,pequeño,med,acc
med,low,3,4,pequeño,high,good
med,low,3,4,mediano,low,unacc
med,low,3,4,mediano,med,acc
med,low,3,4,mediano,high,good
med,low,3,4,grande,low,unacc
med,low,3,4,grande,med,good
med,low,3,4,grande,high,vgood
med,low,3,more,pequeño,low,unacc
med,low,3,more,pequeño,med,acc
med,low,3,more,pequeño,high,good
med,low,3,more,mediano,low,unacc
med,low,3,more,mediano,med,good
med,low,3,more,mediano,high,vgood
med,low,3,more,grande,low,unacc
med,low,3,more,grande,med,good
med,low,3,more,grande,high,vgood
med,low,4,2,pequeño,low,unacc
med,low,4,2,pequeño,med,unacc
med,low,4,2,pequeño,high,unacc
med,low,4,2,mediano,low,unacc
med,low,4,2,mediano,med,unacc
med,low,4,2,mediano,high,unacc
med,low,4,2,grande,low,unacc
med,low,4,2,grande,med,unacc
med,low,4,2,grande,high,unacc
med,low,4,4,pequeño,low,unacc
med,low,4,4,pequeño,med,acc
med,low,4,4,pequeño,high,good
med,low,4,4,mediano,low,unacc
med,low,4,4,mediano,med,good
med,low,4,4,mediano,high,vgood
med,low,4,4,grande,low,unacc
med,low,4,4,grande,med,good
med,low,4,4,grande,high,vgood
med,low,4,more,pequeño,low,unacc
med,low,4,more,pequeño,med,acc
med,low,4,more,pequeño,high,good
med,low,4,more,mediano,low,unacc
med,low,4,more,mediano,med,good
med,low,4,more,mediano,high,vgood
med,low,4,more,grande,low,unacc
med,low,4,more,grande,med,good
med,low,4,more,grande,high,vgood
med,low,5more,2,pequeño,low,unacc
med,low,5more,2,pequeño,med,unacc
med,low,5more,2,pequeño,high,unacc
med,low,5more,2,mediano,low,unacc
med,low,5more,2,mediano,med,unacc
med,low,5more,2,mediano,high,unacc
med,low,5more,2,grande,low,unacc
med,low,5more,2,grande,med,unacc
med,low,5more,2,grande,high,unacc
med,low,5more,4,pequeño,low,unacc
med,low,5more,4,pequeño,med,acc
med,low,5more,4,pequeño,high,good
med,low,5more,4,mediano,low,unacc
med,low,5more,4,mediano,med,good
med,low,5more,4,mediano,high,vgood
med,low,5more,4,grande,low,unacc
med,low,5more,4,grande,med,good
med,low,5more,4,grande,high,vgood
med,low,5more,more,pequeño,low,unacc
med,low,5more,more,pequeño,med,acc
med,low,5more,more,pequeño,high,good
med,low,5more,more,mediano,low,unacc
med,low,5more,more,mediano,med,good
med,low,5more,more,mediano,high,vgood
med,low,5more,more,grande,low,unacc
med,low,5more,more,grande,med,good
med,low,5more,more,grande,high,vgood
low,vhigh,2,2,pequeño,low,unacc
low,vhigh,2,2,pequeño,med,unacc
low,vhigh,2,2,pequeño,high,unacc
low,vhigh,2,2,mediano,low,unacc
low,vhigh,2,2,mediano,med,unacc
low,vhigh,2,2,mediano,high,unacc
low,vhigh,2,2,grande,low,unacc
low,vhigh,2,2,grande,med,unacc
low,vhigh,2,2,grande,high,unacc
low,vhigh,2,4,pequeño,low,unacc
low,vhigh,2,4,pequeño,med,unacc
low,vhigh,2,4,pequeño,high,acc
low,vhigh,2,4,mediano,low,unacc
low,vhigh,2,4,mediano,med,unacc
low,vhigh,2,4,mediano,high,acc
low,vhigh,2,4,grande,low,unacc
low,vhigh,2,4,grande,med,acc
low,vhigh,2,4,grande,high,acc
low,vhigh,2,more,pequeño,low,unacc
low,vhigh,2,more,pequeño,med,unacc
low,vhigh,2,more,pequeño,high,unacc
low,vhigh,2,more,mediano,low,unacc
low,vhigh,2,more,mediano,med,unacc
low,vhigh,2,more,mediano,high,acc
low,vhigh,2,more,grande,low,unacc
low,vhigh,2,more,grande,med,acc
low,vhigh,2,more,grande,high,acc
low,vhigh,3,2,pequeño,low,unacc
low,vhigh,3,2,pequeño,med,unacc
low,vhigh,3,2,pequeño,high,unacc
low,vhigh,3,2,mediano,low,unacc
low,vhigh,3,2,mediano,med,unacc
low,vhigh,3,2,mediano,high,unacc
low,vhigh,3,2,grande,low,unacc
low,vhigh,3,2,grande,med,unacc
low,vhigh,3,2,grande,high,unacc
low,vhigh,3,4,pequeño,low,unacc
low,vhigh,3,4,pequeño,med,unacc
low,vhigh,3,4,pequeño,high,acc
low,vhigh,3,4,mediano,low,unacc
low,vhigh,3,4,mediano,med,unacc
low,vhigh,3,4,mediano,high,acc
low,vhigh,3,4,grande,low,unacc
low,vhigh,3,4,grande,med,acc
low,vhigh,3,4,grande,high,acc
low,vhigh,3,more,pequeño,low,unacc
low,vhigh,3,more,pequeño,med,unacc
low,vhigh,3,more,pequeño,high,acc
low,vhigh,3,more,mediano,low,unacc
low,vhigh,3,more,mediano,med,acc
low,vhigh,3,more,mediano,high,acc
low,vhigh,3,more,grande,low,unacc
low,vhigh,3,more,grande,med,acc
low,vhigh,3,more,grande,high,acc
low,vhigh,4,2,pequeño,low,unacc
low,vhigh,4,2,pequeño,med,unacc
low,vhigh,4,2,pequeño,high,unacc
low,vhigh,4,2,mediano,low,unacc
low,vhigh,4,2,mediano,med,unacc
low,vhigh,4,2,mediano,high,unacc
low,vhigh,4,2,grande,low,unacc
low,vhigh,4,2,grande,med,unacc
low,vhigh,4,2,grande,high,unacc
low,vhigh,4,4,pequeño,low,unacc
low,vhigh,4,4,pequeño,med,unacc
low,vhigh,4,4,pequeño,high,acc
low,vhigh,4,4,mediano,low,unacc
low,vhigh,4,4,mediano,med,acc
low,vhigh,4,4,mediano,high,acc
low,vhigh,4,4,grande,low,unacc
low,vhigh,4,4,grande,med,acc
low,vhigh,4,4,grande,high,acc
low,vhigh,4,more,pequeño,low,unacc
low,vhigh,4,more,pequeño,med,unacc
low,vhigh,4,more,pequeño,high,acc
low,vhigh,4,more,mediano,low,unacc
low,vhigh,4,more,mediano,med,acc
low,vhigh,4,more,mediano,high,acc
low,vhigh,4,more,grande,low,unacc
low,vhigh,4,more,grande,med,acc
low,vhigh,4,more,grande,high,acc
low,vhigh,5more,2,pequeño,low,unacc
low,vhigh,5more,2,pequeño,med,unacc
low,vhigh,5more,2,pequeño,high,unacc
low,vhigh,5more,2,mediano,low,unacc
low,vhigh,5more,2,mediano,med,unacc
low,vhigh,5more,2,mediano,high,unacc
low,vhigh,5more,2,grande,low,unacc
low,vhigh,5more,2,grande,med,unacc
low,vhigh,5more,2,grande,high,unacc
low,vhigh,5more,4,pequeño,low,unacc
low,vhigh,5more,4,pequeño,med,unacc
low,vhigh,5more,4,pequeño,high,acc
low,vhigh,5more,4,mediano,low,unacc
low,vhigh,5more,4,mediano,med,acc
low,vhigh,5more,4,mediano,high,acc
low,vhigh,5more,4,grande,low,unacc
low,vhigh,5more,4,grande,med,acc
low,vhigh,5more,4,grande,high,acc
low,vhigh,5more,more,pequeño,low,unacc
low,vhigh,5more,more,pequeño,med,unacc
low,vhigh,5more,more,pequeño,high,acc
low,vhigh,5more,more,mediano,low,unacc
low,vhigh,5more,more,mediano,med,acc
low,vhigh,5more,more,mediano,high,acc
low,vhigh,5more,more,grande,low,unacc
low,vhigh,5more,more,grande,med,acc
low,vhigh,5more,more,grande,high,acc
low,high,2,2,pequeño,low,unacc
low,high,2,2,pequeño,med,unacc
low,high,2,2,pequeño,high,unacc
low,high,2,2,mediano,low,unacc
